clip_id,caption
clip_2492.mp4,A caucasian man in a spider-man costume is standing in a kitchen and talking to the camera.
clip_2493.mp4,A coca cola mug sitting on a kitchen counter.
clip_2494.mp4,A person holding a tray of chocolate covered treats.
clip_2495.mp4,A woman sitting at a desk in front of a crashed plane.
clip_2496.mp4,"A fokker 100 aircraft belonging to the airline kazakhstan airlines crashed, resulting in at least 12 deaths and dozens of injuries."
clip_2497.mp4,President donald trump on a television screen with the words mediodia.
clip_2498.mp4,A person is cooking zucchini noodles in boiling water.
clip_2499.mp4,A person is putting greens into a strainer in a sink.
clip_2500.mp4,A person is adding tomato sauce to ground beef in a frying pan.
clip_2501.mp4,A man is standing in a kitchen and talking to the camera.
clip_2502.mp4,A person is cooking ground beef in a pan on a stove.
clip_2503.mp4,There is a dish of stuffed cabbage leaves on a plate with bread on the side.
clip_2504.mp4,A person standing on top of a tree in minecraft.
clip_2505.mp4,The inside of a minecraft house.
clip_2506.mp4,A room in a minecraft game.
clip_2507.mp4,A newscast with a woman in a pink dress and a man in a blue shirt.
clip_2508.mp4,The speaker is a news reporter who is giving an on-air report.
clip_2509.mp4,A car driving down a highway with a cloudy sky.
clip_2510.mp4,The player is playing a first-person shooter game and shooting at enemies in a mall.
clip_2511.mp4,The player is playing a first-person shooter game and shooting at an enemy with a gun.
clip_2512.mp4,"The player is playing a video game, specifically a first-person shooter game. the player is holding a gun and walking through a hallway, with the words ""thanks for watching"" displayed on the screen."
clip_2513.mp4,A person is holding and showing the new sony xperia 10 tablet at a technology expo.
clip_2514.mp4,A group of people are sitting on white chairs and talking to each other.
clip_2515.mp4,A group of people are sitting at a table and discussing something.
clip_2516.mp4,A glass filled with a drink sitting on a table next to an orange and a bottle of liquor.
clip_2517.mp4,It is a book titled 12 bottle bar on a wooden floor.
clip_2518.mp4,A glass filled with a drink sits on a table next to a bottle of liquor and an orange.
clip_2519.mp4,A person is working with blue paint on a piece of paper.
clip_2520.mp4,A man with glasses holding a glass of something.
clip_2521.mp4,"The word ""bric tv"" is written in black and green on a purple background."
clip_2522.mp4,A person is holding a smartphone with a video of two people engaging in a boxing match.
clip_2523.mp4,A man is holding a smartphone and watching a video of two men engaging in a mixed martial arts fight.
clip_2524.mp4,A person is playing a car racing game on a smartphone.
clip_2525.mp4,A woman in a lab coat is working on something.
clip_2526.mp4,A man in a red shirt walking down a hallway.
clip_2527.mp4,A person walking down a red stair case in front of a building.
clip_2528.mp4,A man throwing a discus in front of a crowd.
clip_2529.mp4,The athlete is being interviewed by a reporter in a stadium.
clip_2530.mp4,A man throwing a discus at a track and field event.
clip_2531.mp4,A young asian man is standing in a clothing store and talking to the camera.
clip_2532.mp4,A person is measuring their waist with a measuring tape.
clip_2533.mp4,A poster that says thanks for watching and a picture of a person cutting a piece of fabric.
clip_2534.mp4,A soccer player scored a goal.
clip_2535.mp4,A soccer game is being played on a green field with a large stadium in the background.
clip_2536.mp4,A soccer game is played on a soccer field with players from opposing teams trying to score a goal.
clip_2537.mp4,A television screen with a man in a suit and tie talking to a group of people.
clip_2538.mp4,A basketball game is being played in front of a large crowd.
clip_2539.mp4,"A group of people are sitting around a table on a tv show, discussing whether they feel bad for steph curry because he scored 47 points in a game but did not have any other players to help him."
clip_2540.mp4,A soccer player scores a goal.
clip_2541.mp4,Two soccer players hugging each other on a field.
clip_2542.mp4,"A soccer game is taking place on the field, and the players are wearing yellow jerseys."
clip_2543.mp4,A woman with long hair standing in a dimly lit room.
clip_2544.mp4,Two shirtless men standing next to each other in the woods.
clip_2545.mp4,A woman with long red hair is sitting in a dark room.
clip_2546.mp4,A person is holding a pencil and drawing on a piece of paper.
clip_2547.mp4,A man and a woman walking down a city street.
clip_2548.mp4,A man is holding a baby in his arms while standing in front of a door.
clip_2549.mp4,A person is mixing ingredients in a glass bowl with an electric mixer.
clip_2550.mp4,A person is mixing flour in a blue bowl.
clip_2551.mp4,A person is using a spoon to mix ingredients in a blue bowl on a wooden table.
clip_2552.mp4,"A religious ceremony is taking place in a church, with people dressed in robes and carrying candles."
clip_2553.mp4,It is a religious procession with many people gathered around a large statue of a religious figure on a pedestal.
clip_2554.mp4,A man wearing glasses and a vest is talking to the camera.
clip_2555.mp4,A green and white cross on a blue background.
clip_2556.mp4,There is a pink spongebob character in a city with buildings and other objects.
clip_2557.mp4,A minecraft character standing in front of two pictures.
clip_2558.mp4,The logo for fistcuffs on a white background.
clip_2559.mp4,A person in a video game is walking through a forest.
clip_2560.mp4,The player is playing a first-person shooter game and shooting at enemies in an underground facility.
clip_2561.mp4,An advertisement for an awesome broccoli casserole.
clip_2562.mp4,A man in a kitchen preparing food in a bowl.
clip_2563.mp4,There is a plate of broccoli and cheese casserole on a white plate with a blue border.
clip_2564.mp4,A woman wearing glasses is talking on the news.
clip_2565.mp4,A man and a woman on the news.
clip_2566.mp4,A man in a suit and tie is on a tv news show.
clip_2567.mp4,A girl in a pink shirt standing in front of a pink shower curtain.
clip_2568.mp4,There is a young girl sitting at a pink table with bowls of food in front of her.
clip_2569.mp4,A young girl is sitting at a pink table with a bowl of food in front of her.
clip_2570.mp4,A woman with long black hair on a tv screen.
clip_2571.mp4,"There is a person standing on a balcony overlooking a city, and the person is wearing a black dress."
clip_2572.mp4,Two men sitting in a radio studio with headphones on.
clip_2573.mp4,It is a green dress with pink roses on it.
clip_2574.mp4,The person is using a green fabric and a black marker to create a design on the fabric.
clip_2575.mp4,A person making a flower out of felt on a piece of fabric.
clip_2576.mp4,A video game with a pirate ship in the background.
clip_2577.mp4,A cartoon character talking to another cartoon character.
clip_2578.mp4,A video game character standing next to a donald duck.
clip_2579.mp4,A woman with a microphone talking to a woman on the street.
clip_2580.mp4,A young woman is holding a sign in front of a group of people with microphones.
clip_2581.mp4,A man with pink hair wearing goggles in a room.
clip_2582.mp4,There is a little girl playing with toys on a red blanket on the floor.
clip_2583.mp4,A woman with long hair and a white shirt.
clip_2584.mp4,The ingredients for making meatballs are being placed on a marble countertop in a glass bowl.
clip_2585.mp4,A person is painting on a piece of paper with a brush.
clip_2586.mp4,A person using a brush to draw a flower on a piece of paper.
clip_2587.mp4,A person is painting a blue flower on a piece of paper with a paintbrush.
clip_2588.mp4,A woman is sitting at a table in a restaurant and talking to the camera.
clip_2589.mp4,"A group of people are sitting at a table in a pub, drinking beer and having a conversation."
clip_2590.mp4,The speaker is a middle-aged man wearing glasses and speaking to the camera.
clip_2591.mp4,There is a window in the corner of a room with wooden walls and a wooden floor.
clip_2592.mp4,There is a coffee maker in a box on a table.
clip_2593.mp4,A tractor is parked in the snow at night.
clip_2594.mp4,A man in a suit is talking to the camera while standing on a green field.
clip_2595.mp4,A close up of a man with long hair.
clip_2596.mp4,"The video is of a man standing in front of a fence, looking to the side. the man is wearing a black shirt and looks to be the head coach of a soccer team."
clip_2597.mp4,A person stirring something in a bowl with a whisk.
clip_2598.mp4,A person pouring something into a bowl on a table.
clip_2599.mp4,"A man is talking to the camera in front of a kitchen counter, and he is wearing glasses and a beard."
clip_2600.mp4,A person holding an iphone in front of a computer monitor.
clip_2601.mp4,A person is using the apple music app on an iphone.
clip_2602.mp4,The person is holding an iphone and talking about snapchat tricks and hacks.
clip_2603.mp4,A man is working on a staircase in a construction site.
clip_2604.mp4,A man giving a speech in front of a large screen.
clip_2605.mp4,"A group of people, including children, are taking a selfie together at an electronics store."
clip_2606.mp4,The person is drawing a woman's face with a pen display tablet.
clip_2607.mp4,A person is adjusting a monitor on a desk.
clip_2608.mp4,The person is drawing a woman's face on a digital drawing tablet.
clip_2609.mp4,A group of men playing hockey on an ice rink.
clip_2610.mp4,"A group of people are playing hockey on an ice rink, and the players are wearing different colored jerseys."
clip_2611.mp4,A red background with the words sportsandmore com for more qmhl videos.
clip_2612.mp4,A group of people are practicing yoga on the beach at sunset.
clip_2613.mp4,A colorful background with words in telugu.
clip_2614.mp4,A man meditating on a yoga mat.
clip_2615.mp4,A blue porsche parked in a garage.
clip_2616.mp4,"A blue car is being worked on in a garage, and the workers are using a hoist to lift it up."
clip_2617.mp4,"A close up of the engine, front, suspension and bottom of a car."
clip_2618.mp4,A man is sitting in front of a microphone and talking to the camera.
clip_2619.mp4,Two men sitting in a room with a laptop and a microphone.
clip_2620.mp4,"The girl is standing in front of a black background with white lights shining on her, wearing a bomber jacket."
clip_2621.mp4,"There are two people, a man and a woman, dancing in front of a store with neon lights."
clip_2622.mp4,A woman sitting on a couch surrounded by money.
clip_2623.mp4,A young woman is sitting on a bed with money and alcohol.
clip_2624.mp4,A man in a suit is sitting at a desk and talking to the camera.
clip_2625.mp4,A young man is sitting in front of a microphone at a radio station.
clip_2626.mp4,A man is sitting on a chair in a studio and talking to the interviewer.
clip_2627.mp4,A small screen logo on a white background.
clip_2628.mp4,A person is pouring oil into a frying pan on a stove.
clip_2629.mp4,Two men in a kitchen talking to each other.
clip_2630.mp4,There is a plastic container of butter on a wooden table.
clip_2631.mp4,A person using a hand mixer on a table.
clip_2632.mp4,A person is mixing something in a mixer on a counter.
clip_2633.mp4,"A man is standing in front of a vending machine, holding a cup and smiling at the camera."
clip_2634.mp4,A woman is holding up bags of snacks and smiling at the camera.
clip_2635.mp4,A man holding a piece of food in his hand.
clip_2636.mp4,A person is holding a clear plastic object in their hand and turning it around.
clip_2637.mp4,A close up view of a piece of metal.
clip_2638.mp4,"The text ""thanks for watching"" is written on a blue background with white letters."
clip_2639.mp4,There is a piece of dough on the surface of a frying pan.
clip_2640.mp4,There are two plastic bowls filled with white crystals on a marble countertop.
clip_2641.mp4,A pot filled with a yellow liquid on a stove.
clip_2642.mp4,A view of a waterway in a video game.
clip_2643.mp4,A plane flying over a city in a video game.
clip_2644.mp4,A video game showing a man laying on the ground.
clip_2645.mp4,A video game character holding a sword.
clip_2646.mp4,The player is playing a multiplayer online battle arena game.
clip_2647.mp4,The player is playing a game of league of legends in a competitive match.
clip_2648.mp4,"A man is preparing meals in his kitchen using various ingredients and equipment. he explains the process of meal prepping, breaking it down step by step, day by day, and dollar by dollar."
clip_2649.mp4,A man is preparing vegetables for baking in an oven.
clip_2650.mp4,A person pouring oil into a frying pan on a counter.
clip_2651.mp4,The woman is sitting on a couch wearing an orange shirt and has long black hair.
clip_2652.mp4,A woman is undergoing an infrared sauna treatment.
clip_2653.mp4,A woman in a steam room with two other women.
clip_2654.mp4,There are guinea pigs in a cage and they are eating hay.
clip_2655.mp4,It is a guinea pig cage made out of wood with hay and other materials inside.
clip_2656.mp4,A person is feeding guinea pigs with tomatoes.
clip_2657.mp4,The piano is being repaired by a person who is using a screwdriver to tighten the screws on the keys.
clip_2658.mp4,A person is working on a musical instrument.
clip_2659.mp4,There is a piano in a room with a blue background.
clip_2660.mp4,Two men playing drums in front of a drum channel logo.
clip_2661.mp4,A man in a black shirt sitting behind a drum set.
clip_2662.mp4,A man playing drums on a red background.
clip_2663.mp4,A woman in a red coat is sitting in front of a bar and talking to the camera.
clip_2664.mp4,A woman in a red jacket is sitting at a table and talking to the camera.
clip_2665.mp4,A woman in a red jacket is making a cocktail and talking to the camera.
clip_2666.mp4,A car is driving on a road with blue cones and other cars parked on the side.
clip_2667.mp4,A man driving a car on a highway.
clip_2668.mp4,A man is driving a car and the camera is inside the car.
clip_2669.mp4,A steering wheel and dashboard of a bmw car.
clip_2670.mp4,A silver bmw i3 driving down a highway.
clip_2671.mp4,A car driving down a highway with trees in the background.
clip_2672.mp4,A person wearing a blue glove is peeling off the paint on a brick wall.
clip_2673.mp4,"There is a room with a stone wall and wooden beams, with plants growing on the wall."
clip_2674.mp4,An old stone building with red flowers and vines covering the walls and door.
clip_2675.mp4,A man in a white jacket standing in front of two televisions.
clip_2676.mp4,A man in a white jacket standing in front of two televisions.
clip_2677.mp4,A man in a white shirt and glasses is standing in front of a brick wall and talking to the camera.
clip_2678.mp4,The player is in a futuristic sci-fi game and is fighting against an alien enemy with a powerful weapon.
clip_2679.mp4,The player is in a futuristic sci-fi game where they are fighting against an alien creature.
clip_2680.mp4,The player is in a futuristic cyberpunk-themed video game and is fighting against an enemy.
clip_2681.mp4,A woman is talking to the camera in an office setting.
clip_2682.mp4,A woman is talking to the camera in a living room.
clip_2683.mp4,"There is a man and a woman sitting at a table in a kitchen, the man is wearing a cowboy hat."
clip_2684.mp4,A man in a yellow jacket is speaking on the news.
clip_2685.mp4,A woman is standing in her living room and talking to the camera.
clip_2686.mp4,A news screen with the sun in the background.
clip_2687.mp4,A white circle with red text on a blue background.
clip_2688.mp4,A car driving on the road with a blue circle around it.
clip_2689.mp4,An illustration of a car driving through a crosswalk.
clip_2690.mp4,"A red car is parked in a parking lot with the hood of the car open, revealing the engine."
clip_2691.mp4,A red sports car is driving down a street next to a building with a trailer on it.
clip_2692.mp4,A man is working on the engine of a red car in a garage.
clip_2693.mp4,A person is spinning a knob to open up a device with a wheel on a bearing.
clip_2694.mp4,A person cutting a piece of wood with a band saw.
clip_2695.mp4,A man in a red sweatshirt sitting in front of a band saw.
clip_2696.mp4,A woman is frosting a cake on a cake stand.
clip_2697.mp4,A close up of a cake on a cake stand.
clip_2698.mp4,A woman is decorating a cake with sprinkles on a stand.
clip_2699.mp4,A cute dachshund is sitting on the grass and looking at the camera with different facial expressions.
clip_2700.mp4,A person petting a dog's paws in the grass.
clip_2701.mp4,A mother dachshund is nursing her puppies on a pink blanket.
clip_2702.mp4,There is a small white dog house on a green lawn surrounded by a white picket fence.
clip_2703.mp4,A man with a red beret is looking at something.
clip_2704.mp4,A person is walking through a dimly lit room.
clip_2705.mp4,The david pakman show logo.
clip_2706.mp4,President donald trump speaking at a press conference.
clip_2707.mp4,A man in a plaid shirt is talking on a microphone in front of a tv.
clip_2708.mp4,A minecraft player standing in the middle of a room.
clip_2709.mp4,The user is inputting information into a computer screen.
clip_2710.mp4,"The user is playing a game on their computer, and they are in a virtual world with mountains and beaches. there is also an airplane flying in the sky, and there is a person standing on top of a mountain."
clip_2711.mp4,A real madrid player in a blue jersey.
clip_2712.mp4,A group of people are walking in an indoor corridor.
clip_2713.mp4,"A man is standing on a soccer field with a ball in his hand. he is wearing a white jacket, and there are other people on the field as well."
clip_2714.mp4,People are enjoying a boat ride on the niagara river with a rainbow in the background.
clip_2715.mp4,A group of people on a raft in a large body of water with a waterfall in the background.
clip_2716.mp4,A couple of boats going down a river next to a bridge.
clip_2717.mp4,A close up of a person brushing their teeth.
clip_2718.mp4,A close up of a person's mouth with a toothbrush in it.
clip_2719.mp4,A close up of a person's mouth.
clip_2720.mp4,The user is installing a game on their computer using steam.
clip_2721.mp4,A screen shot of a video game menu.
clip_2722.mp4,The video is a gameplay video of a first-person shooter game.
clip_2723.mp4,The product is made up of various materials.
clip_2724.mp4,A close up of a metal bracket attached to a wall.
clip_2725.mp4,A close up of a metal hook on a wall.
clip_2726.mp4,The back seat of a car with speakers in it.
clip_2727.mp4,A close up of a black wheel on a vehicle.
clip_2728.mp4,The person is holding a small piece of metal in their hand.
clip_2729.mp4,A young black man wearing glasses and a cap is talking to the camera while standing in a room.
clip_2730.mp4,A woman standing in a living room with a bottle in her hand.
clip_2731.mp4,The car is driving past a walmart store on a cloudy day.
clip_2732.mp4,A hand holding a piece of paper with a label on it.
clip_2733.mp4,A person is holding a package wrapped in plastic in their hand.
clip_2734.mp4,A person is holding up a bunch of colorful cupcake liners.
clip_2735.mp4,"There is a large fire at an industrial facility, with smoke and flames billowing into the air."
clip_2736.mp4,A young woman is speaking to the camera in an outdoor setting.
clip_2737.mp4,"There is a large fire at an industrial facility, with smoke and flames billowing out of the buildings."
clip_2738.mp4,Two men are having a video call conversation with each other.
clip_2739.mp4,A man is sitting in front of a camera and talking to the viewer.
clip_2740.mp4,A bald man is sitting in front of a blue background.
clip_2741.mp4,The skateboarder is riding a skateboard and performing tricks on it.
clip_2742.mp4,A man on a skateboard doing a trick on a box.
clip_2743.mp4,A young man is wearing a black hoodie and speaking to the camera in front of a parking lot.
clip_2744.mp4,A newscast with a woman holding a backpack.
clip_2745.mp4,"A crowd of people, including children, are walking down a sidewalk to school."
clip_2746.mp4,A woman is talking to the camera while wearing a white shirt.
clip_2747.mp4,"An elderly man is sitting on a chair and talking to the camera. he has long white hair and a beard, and he is wearing a turban."
clip_2748.mp4,A man with a long beard sitting in a chair.
clip_2749.mp4,"The person is sitting in a chair with a long white beard and wearing a white robe, surrounded by flowers and candles."
clip_2750.mp4,A man on a boat in the ocean with a fishing rod.
clip_2751.mp4,The speaker is standing in front of a boat and talking to the camera.
clip_2752.mp4,A large balloon floating in the ocean with a person in a boat.
clip_2753.mp4,A room with three large windows and a pool in the background.
clip_2754.mp4,A woman walking in a kitchen holding a paper.
clip_2755.mp4,A woman in a striped t-shirt walks into a room with plants.
clip_2756.mp4,A cartoon dinosaur standing next to a little boy.
clip_2757.mp4,A cartoon boy walking in front of a house.
clip_2758.mp4,A cartoon boy standing in front of a rainbow.
clip_2759.mp4,A piece of raw meat is placed in a plastic bag.
clip_2760.mp4,A close up of a food item in a plastic bag.
clip_2761.mp4,A close up of a piece of paper with blood on it.
clip_2762.mp4,A person's hand holding a piece of yarn.
clip_2763.mp4,A person is using a pink plastic tray to hold a ball of yarn.
clip_2764.mp4,A pair of hands making something out of twine.
clip_2765.mp4,A person is using their hands to mash up a banana in a bowl.
clip_2766.mp4,A person is mixing food in a bowl with a whisk.
clip_2767.mp4,A website with a link to a blog post.
clip_2768.mp4,A man in a green shirt holding a saxophone.
clip_2769.mp4,A close up of a man holding a saxophone.
clip_2770.mp4,A musician is playing the saxophone and standing in front of a black curtain.
clip_2771.mp4,"A young woman is sitting at a table in a cafe, wearing a blue denim jacket. she has long brown hair and is looking at the camera with a serious expression."
clip_2772.mp4,A woman in a denim jacket making a face at the camera in a store.
clip_2773.mp4,"There are two young women sitting on a bench in a city street, one of them is wearing sunglasses and the other is not."
clip_2774.mp4,There is a red flower growing in front of a green background.
clip_2775.mp4,A pink bowl filled with vegetables on a tv screen.
clip_2776.mp4,A person wearing a hat and sunglasses in a room.
clip_2777.mp4,"There is a piece of paper on the ground with the words ""here is what you'll need"" written on it in black ink."
clip_2778.mp4,A saw and a circular saw laying on top of a piece of paper with the word wasa written on it.
clip_2779.mp4,A man standing in a workshop holding a piece of wood.
clip_2780.mp4,A man is looking at lizards in a cage.
clip_2781.mp4,A person is holding a red and yellow lizard in a cage.
clip_2782.mp4,A lizard in a plastic container filled with worms.
clip_2783.mp4,A person is cooking chicken and vegetables in a frying pan.
clip_2784.mp4,A person is cooking a tortilla in a black skillet on a stove.
clip_2785.mp4,"A person is making a quesadilla on a stovetop using a tortilla and various ingredients such as chicken, cheese, and onions."
clip_2786.mp4,A man is sitting in front of the camera and talking to the viewer.
clip_2787.mp4,A person is boiling green olives and tomatoes in a pot of water on the stove.
clip_2788.mp4,A person is making a green smoothie in a blender.
clip_2789.mp4,A black male chef is standing in a kitchen and talking to the camera.
clip_2790.mp4,"A person is preparing a salad with carrots, cucumbers, and lettuce on a white plate on a countertop."
clip_2791.mp4,The person is preparing a dish on a plate with vegetables on it.
clip_2792.mp4,"It is a black background with white text that reads ""developing azaleas through drastic pruning""."
clip_2793.mp4,A black background with a white text that says our learning objective.
clip_2794.mp4,A drawing of a tree with the words before first drastic pruning.
clip_2795.mp4,A bunch of iphones on a white background.
clip_2796.mp4,An iphone displaying a message on the lock screen.
clip_2797.mp4,An ipad with a hamburger recipe on it.
clip_2798.mp4,Two young women with mickey mouse ears on their heads.
clip_2799.mp4,A woman in a bikini holding up two lipsticks.
clip_2800.mp4,A woman in a bikini holding a purple camera.
clip_2801.mp4,A person working on something on a table in front of a couch.
clip_2802.mp4,A person holding a small object on a table in front of a couch.
clip_2803.mp4,A close up of a person's hand holding a tool.
clip_2804.mp4,There is a red and black motorhome on display at the show.
clip_2805.mp4,The person is inside a luxurious rv and pointing out various features of the interior.
clip_2806.mp4,A man is walking into an rv and setting up a table.
clip_2807.mp4,A wireless router sitting on top of a table.
clip_2808.mp4,A man is sitting at a table and talking to the camera about networking equipment.
clip_2809.mp4,A man is sitting at a desk and talking to the camera. he is wearing glasses and has a white shirt on.
clip_2810.mp4,A close up of a person's hand holding a computer screen.
clip_2811.mp4,A man is sitting at a desk in front of a computer playing a video game.
clip_2812.mp4,A person is playing an action-packed game on a computer monitor.
clip_2813.mp4,A soccer player is waving his hand to the crowd.
clip_2814.mp4,A man in a suit and tie on a soccer field.
clip_2815.mp4,Two men are celebrating on a soccer field.
clip_2816.mp4,A hand holding a scrapbook with lots of stickers on it.
clip_2817.mp4,A person is opening a box on a table.
clip_2818.mp4,The person is making a christmas gift by wrapping it in brown paper and tying it with string.
clip_2819.mp4,A woman is sitting in front of a camera and talking to the viewer.
clip_2820.mp4,A woman is putting food on a plate in a kitchen.
clip_2821.mp4,A woman is talking to the camera in her living room.
clip_2822.mp4,Two pokemon cards on a blue background.
clip_2823.mp4,A list of pokemon cards on a blue background.
clip_2824.mp4,A pokemon card on a blue background with the words comment live on it.
clip_2825.mp4,A person is pouring a small glass of cold water into a pot of boiling water on a stove.
clip_2826.mp4,A person is cooking onions in a pan on a stove.
clip_2827.mp4,A person is cutting blood sausage into small pieces on a white plate.
clip_2828.mp4,A group of people sitting in a fox news studio.
clip_2829.mp4,A man and a woman are sitting in chairs talking to each other during an interview.
clip_2830.mp4,A man in a suit and tie sitting next to a woman.
clip_2831.mp4,A young man wearing a plaid shirt is standing in front of a colorful background with a green and blue pattern.
clip_2832.mp4,A screen shot of a xbox one video.
clip_2833.mp4,A young man in a plaid shirt is standing in front of a blue and green background.
clip_2834.mp4,A person is using a sega genesis console and playing a game on it.
clip_2835.mp4,The user is playing a video game on a handheld console.
clip_2836.mp4,The person is playing a game on their psp in the dark.
clip_2837.mp4,The anchor is sitting at a news desk with posters and banners in the background.
clip_2838.mp4,"There is a group of people, including a policeman, standing in front of a building."
clip_2839.mp4,A large group of people are protesting in the street.
clip_2840.mp4,Two plates with food on them next to a bowl of sugar.
clip_2841.mp4,A person is stirring something in a pan on a stove.
clip_2842.mp4,A person is stirring a mixture of ingredients in a frying pan with a spoon.
clip_2843.mp4,"The teacher is standing in front of a chalkboard, holding a globe and looking at it with a worried expression on her face."
clip_2844.mp4,A person holding a small pink container over a blue surface.
clip_2845.mp4,A woman with makeup on her face and a blue tube in her hand.
clip_2846.mp4,A person is holding a white plastic ice tray in their hand.
clip_2847.mp4,A boy in a gray sweatshirt is making an egg in an egg carton.
clip_2848.mp4,A person is opening the refrigerator and taking out ice trays.
clip_2849.mp4,A woman in a fur coat talking to another woman.
clip_2850.mp4,A woman with blue dots on her body.
clip_2851.mp4,A woman with makeup on her face.
clip_2852.mp4,The person is using duct tape to create a design on a piece of paper.
clip_2853.mp4,The person is making a two coin pouch mini accessory by connecting two zip lock bags into one and then folding it to create the pouch.
clip_2854.mp4,The person is making a two coin pouch mini accessory by folding a piece of paper inside a coin pouch.
clip_2855.mp4,A man is holding a laptop in his hands.
clip_2856.mp4,A silver tablet is placed on a white desk.
clip_2857.mp4,A close up of a person using a laptop.
clip_2858.mp4,A person stirring onions in a pan with a wooden spoon.
clip_2859.mp4,A person is mixing ingredients in a glass bowl with a spoon.
clip_2860.mp4,A person is putting dough on a metal plate.
clip_2861.mp4,A person pointing to a bowl of flour on a counter.
clip_2862.mp4,It is a glass bowl filled with white liquid and a whisk is being used to mix it.
clip_2863.mp4,A person is making chocolate truffles using a piping bag.
clip_2864.mp4,A computer screen showing a login page.
clip_2865.mp4,A computer screen showing a calendar with mountains in the background.
clip_2866.mp4,"It is a screenshot of a computer screen displaying an email inbox with several unread emails, a calendar, and a to-do list."
clip_2867.mp4,"A man in a black suit and blue shirt is sitting at a table, smiling and looking at the camera."
clip_2868.mp4,A man in a hat and jacket raising his arms in the air.
clip_2869.mp4,A man and a woman standing next to a band.
clip_2870.mp4,A man in a suit is standing on stage and talking to the audience.
clip_2871.mp4,A man stands on a dark stage in front of a large screen.
clip_2872.mp4,A bald man in a suit standing in front of a black background.
clip_2873.mp4,An aerial view of a garden with a person standing in the middle of it.
clip_2874.mp4,A man is holding a small plant in his hand and talking to the camera.
clip_2875.mp4,A man is standing in a greenhouse and holding a plant in his hand.
clip_2876.mp4,A group of people standing around a man in a spacesuit.
clip_2877.mp4,A man in a spacesuit laying down in a chair.
clip_2878.mp4,A group of astronauts in white suits are walking down a hallway in a space station.
clip_2879.mp4,A young asian woman is sitting on her bed and talking to the camera.
clip_2880.mp4,A woman holding up a t-shirt with the letter k on it.
clip_2881.mp4,The person is holding an orange dress hanging on a hanger.
clip_2882.mp4,A man standing in front of a table with food on it.
clip_2883.mp4,A man is standing in front of a grill and holding a plate with food on it.
clip_2884.mp4,"There are different types of kebabs on a white plate, including vegetables and meat."
clip_2885.mp4,A man and woman dressed as batman and catwoman.
clip_2886.mp4,There is a cosplayer dressed as deathstroke and another person who is helping him get into his costume.
clip_2887.mp4,A red and black background with the words'subscribe now from the ag videos '.
clip_2888.mp4,A bunch of chocolate bars sitting on top of each other.
clip_2889.mp4,A man and a woman are standing in a room and talking to each other.
clip_2890.mp4,"There is a crowd of people in a city street, some of them are wearing hats, some of them are wearing suits, some of them are wearing brown coats, some of them are wearing hats and suits, some of them are wearing brown coats and hats, some of them are wearing brown coats and suits, some of them are wearing brown coats and hats and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing brown coats, hats, and suits, some of them are wearing."
clip_2891.mp4,There is a white car parked in a snow-covered field surrounded by trees.
clip_2892.mp4,An aerial view of a truck driving down a snowy road.
clip_2893.mp4,A man is driving a car in the winter.
clip_2894.mp4,The speaker is standing in front of a rock and talking to the camera.
clip_2895.mp4,Three pictures of young girls in front of a christmas tree.
clip_2896.mp4,The speaker is standing in front of a rock and talking to the camera.
clip_2897.mp4,A person is mixing ingredients in a bowl with a spoon.
clip_2898.mp4,The sauce is being mixed into a bowl with a spoon.
